template_name,template_string
ropes - None - new_situation_background_answer-translate-bg,"{e1}
Имам нова ситуация: {e2}

Но мога да използвам този фон: {e3}

Какво е отговор на този въпрос: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-de,"{e1}
Ich habe eine neue Situation: {e2}

Aber ich kann diesen Hintergrund nutzen: {e3}

Was ist eine Antwort für diese Frage: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-el,"{e1}
Έχω μια νέα κατάσταση: {e2}

Αλλά μπορώ να χρησιμοποιήσω αυτό το υπόβαθρο: {e3}

Τι είναι μια απάντηση για αυτή την ερώτηση: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-es,"{e1}
Tengo una nueva situación: {e2}

Pero puedo usar este fondo: {e3}

¿Qué es una respuesta para esta pregunta: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-fr,"{e1}
J'ai une nouvelle situation: {e2}

Mais je peux utiliser ce contexte: {e3}

Quelle est une réponse pour cette question: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-hi,"{e1}
मेरे पास एक नई स्थिति है: {e2}

लेकिन मैं इस पृष्ठभूमि का उपयोग कर सकता हूं: {e3}

इस प्रश्न का उत्तर क्या है: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-ru,"{e1}
У меня новая ситуация: {e2}

Но я могу использовать этот фон: {e3}

Какой ответ на этот вопрос: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-sw,"{e1}
Nina hali mpya: {e2}

Lakini ninaweza kutumia historia hii: {e3}

Nini jibu kwa swali hili: {e4} ||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-th,"{e1}
ฉันมีสถานการณ์ใหม่: {e2}

แต่ฉันสามารถใช้พื้นหลังนี้: {e3}

คำตอบสำหรับคำถามนี้คืออะไร: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-tr,"{e1}
Yeni bir durumum var: {e2}

Ama bu arka planı kullanabilirim: {e3}

Bu sorunun cevabı nedir: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-ur,"{e1}
میری نئی صورت حال ہے: {e2}

لیکن میں اس پس منظر کا استعمال کر سکتا ہوں: {e3}

اس سوال کا جواب کیا ہے: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-vi,"{e1}
Tôi có một tình huống mới: {e2}

Nhưng tôi có thể sử dụng nền này: {e3}

Câu trả lời cho câu hỏi này là gì: {e4} |||
{e5}
{e6}"
ropes - None - new_situation_background_answer-translate-zh,"{e1}
我有一个新的情况：{e2}

但我可以使用这个背景：{e3}

这个问题的答案是什么：{e4} |||
{e5}
{e6}"
ropes - None - plain_background_situation,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-ar,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-bg,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-de,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-el,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-es,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-fr,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-hi,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-ru,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-sw,"{e1}
{e2}

{e3}

{e4}
|||.
{e5}
{e6}"
ropes - None - plain_background_situation-translate-th,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-tr,"{e1}
{e2}

{e3}

{e4}
|||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-ur,"{e1}
{e2}

{e3}

{e4}
||||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-vi,"{e1}
{e2}

{e3}

{e4}
||
{e5}
{e6}"
ropes - None - plain_background_situation-translate-zh,"{e1}
{e2}

{e3}

{e4}
||||
{e5}
{e6}"
ropes - None - plain_bottom_hint,"{e1}
{e2}

{e3}

Hint: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-ar,"{e1}
{e2}

{e3}

تلميح: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-bg,"{e1}
{e2}

{e3}

Съвет: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-de,"{e1}
{e2}

{e3}

Hinweis: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-el,"{e1}
{e2}

{e3}

Συμβουλή: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-es,"{e1}
{e2}

{e3}

Pista: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-fr,"{e1}
{e2}

{e3}

Astuce: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-hi,"{e1}
{e2}

{e3}

संकेत: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-ru,"{e1}
{e2}

{e3}

Подсказка: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-sw,"{e1}
{e2}

{e3}

HINT: {e4}
|||.
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-th,"{e1}
{e2}

{e3}

คำแนะนำ: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-tr,"{e1}
{e2}

{e3}

İpucu: {e4}
|||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-ur,"{e1}
{e2}

{e3}

اشارہ: {e4}
||||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-vi,"{e1}
{e2}

{e3}

Gợi ý: {e4}
||
{e5}
{e6}"
ropes - None - plain_bottom_hint-translate-zh,"{e1}
{e2}

{e3}

提示：{e4}
||||
{e5}
{e6}"
ropes - None - plain_no_background,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-ar,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-bg,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-de,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-el,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-es,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-fr,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-hi,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-ru,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-sw,"{e1}
{e2}

{e3}

|||.
{e4}
{e5}"
ropes - None - plain_no_background-translate-th,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-tr,"{e1}
{e2}

{e3}

|||
{e4}
{e5}"
ropes - None - plain_no_background-translate-ur,"{e1}
{e2}

{e3}

||||
{e4}
{e5}"
ropes - None - plain_no_background-translate-vi,"{e1}
{e2}

{e3}

||
{e4}
{e5}"
ropes - None - plain_no_background-translate-zh,"{e1}
{e2}

{e3}

||||
{e4}
{e5}"
ropes - None - prompt_beginning,"{e1}
Please answer correctly the following question related to the paragraph below. 

{e2}

{e3}

Hint: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-ar,"{e1}
يرجى الإجابة بشكل صحيح على السؤال التالي المرتبط بالفقرة أدناه.

{e2}

{e3}

تلميح: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-bg,"{e1}
Моля, отговорете правилно следния въпрос, свързан с параграфа по-долу.

{e2}

{e3}

Съвет: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-de,"{e1}
Bitte antworten Sie korrekt die folgende Frage, die sich auf den folgenden Absatz unten befindet.

{e2}

{e3}

Hinweis: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-el,"{e1}
Απαντήστε σωστά την ακόλουθη ερώτηση σχετικά με την παρακάτω παράγραφο.

{e2}

{e3}

Συμβουλή: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-es,"{e1}
Responda correctamente la siguiente pregunta relacionada con el párrafo a continuación.

{e2}

{e3}

Pista: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-fr,"{e1}
Veuillez répondre correctement la question suivante liée au paragraphe ci-dessous.

{e2}

{e3}

Astuce: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-hi,"{e1}
कृपया नीचे दिए गए अनुच्छेद से संबंधित निम्नलिखित प्रश्न का सही उत्तर दें।

{e2}

{e3}

संकेत: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-ru,"{e1}
Пожалуйста, ответьте правильно, следующий вопрос, связанный с пунктом ниже.

{e2}

{e3}

Подсказка: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-sw,"{e1}
Tafadhali jibu kwa usahihi swali linalohusiana na kifungu hapa chini.

{e2}

{e3}

HINT: {e4}
|||.
{e5}
{e6}"
ropes - None - prompt_beginning-translate-th,"{e1}
กรุณาตอบคำถามต่อไปนี้ที่เกี่ยวข้องกับวรรคด้านล่าง

{e2}

{e3}

คำแนะนำ: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-tr,"{e1}
Lütfen aşağıdaki paragrafla ilgili aşağıdaki soruyu doğru şekilde cevaplayın.

{e2}

{e3}

İpucu: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-ur,"{e1}
ذیل میں پیراگراف سے متعلق مندرجہ ذیل سوال کو درست طریقے سے جواب دیں.

{e2}

{e3}

اشارہ: {e4}
||||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-vi,"{e1}
Vui lòng trả lời chính xác câu hỏi sau liên quan đến đoạn dưới đây.

{e2}

{e3}

Gợi ý: {e4}
||
{e5}
{e6}"
ropes - None - prompt_beginning-translate-zh,"{e1}
请正确回答与下面的段落相关的以下问题。

{e2}

{e3}

提示：{e4}
||||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning,"{e1}
Background: {e2}

Paragraph: {e3}

Given the paragraph above, please answer correctly the following question: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-ar,"{e1}
الخلفية: {e2}

الفقرة: {e3}

بالنظر إلى الفقرة أعلاه، يرجى الإجابة بشكل صحيح على السؤال التالي: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-bg,"{e1}
Фон: {e2}

Параграф: {e3}

Като се има предвид по-горе параграф, моля, отговорете правилно следния въпрос: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-de,"{e1}
Hintergrund: {e2}

Absatz: {e3}

Angesichts des obigen Abschnitts antworten Sie bitte korrekt die folgende Frage: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-el,"{e1}
Ιστορικό: {e2}

Παράγραφος: {e3}

Λαμβάνοντας υπόψη την παραπάνω παράγραφο, απαντήστε σωστά την ακόλουθη ερώτηση: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-es,"{e1}
Fondo: {e2}

Párrafo: {e3}

Dado el párrafo anterior, responda correctamente la siguiente pregunta: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-fr,"{e1}
Contexte: {e2}

Paragraphe: {e3}

Compte tenu du paragraphe ci-dessus, veuillez répondre correctement la question suivante: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-hi,"{e1}
पृष्ठभूमि: {e2}

अनुच्छेद: {e3}

उपरोक्त अनुच्छेद को देखते हुए, कृपया निम्नलिखित प्रश्न का सही उत्तर दें: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-ru,"{e1}
Фон: {e2}

Пункт: {e3}

Учитывая параграф выше, пожалуйста, правильно ответьте на следующий вопрос: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-sw,"{e1}
Background: {e2}

Aya: {e3}

Kutokana na aya hapo juu, tafadhali jibu kwa usahihi swali linalofuata: {e4}
|||.
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-th,"{e1}
พื้นหลัง: {e2}

ย่อหน้า: {e3}

รับย่อหน้าข้างต้นโปรดตอบคำถามต่อไปนี้อย่างถูกต้อง: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-tr,"{e1}
Arka plan: {e2}

Paragraf: {e3}

Yukarıdaki paragrafa göz önüne alındığında, lütfen aşağıdaki soruyu doğru şekilde cevaplayın: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-ur,"{e1}
پس منظر: {e2}

پیراگراف: {e3}

مندرجہ بالا پیراگراف کو دیکھتے ہوئے، براہ کرم مندرجہ ذیل سوال کو درست طریقے سے جواب دیں: {e4}
||||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-vi,"{e1}
Bối cảnh: {e2}

Đoạn văn: {e3}

Đưa ra đoạn văn trên, vui lòng trả lời chính xác câu hỏi sau: {e4}
||
{e5}
{e6}"
ropes - None - prompt_bottom_hint_beginning-translate-zh,"{e1}
背景：{e2}

段落：{e3}

鉴于上文段落，请正确回答以下问题：{e4}
||||
{e5}
{e6}"
ropes - None - prompt_bottom_no_hint,"{e1}
{e2}

Given the paragraph above, please answer correctly the following question: 

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-ar,"{e1}
{e2}

بالنظر إلى الفقرة أعلاه، يرجى الإجابة بشكل صحيح على السؤال التالي:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-bg,"{e1}
{e2}

Предвид параграфа по-горе, моля отговорете правилно следния въпрос:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-de,"{e1}
{e2}

Angesichts des obigen Abschnitts antworten Sie bitte korrekt die folgende Frage:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-el,"{e1}
{e2}

Δεδομένης της παραπάνω παραγράφου, απαντήστε σωστά την ακόλουθη ερώτηση:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-es,"{e1}
{e2}

Dado el párrafo anterior, responda correctamente la siguiente pregunta:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-fr,"{e1}
{e2}

Compte tenu du paragraphe ci-dessus, veuillez répondre correctement la question suivante:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-hi,"{e1}
{e2}

उपरोक्त अनुच्छेद को देखते हुए, कृपया निम्नलिखित प्रश्न सही ढंग से उत्तर दें:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-ru,"{e1}
{e2}

Учитывая абзац выше, пожалуйста, ответьте правильно следующий вопрос:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-sw,"{e1}
{e2}

Kutokana na aya hapo juu, tafadhali jibu kwa usahihi swali linalofuata:

{e3}
|||.
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-th,"{e1}
{e2}

รับย่อหน้าข้างต้นโปรดตอบคำถามต่อไปนี้อย่างถูกต้อง:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-tr,"{e1}
{e2}

Yukarıdaki paragraf göz önüne alındığında, lütfen aşağıdaki soruyu doğru şekilde cevaplayın:

{e3}
|||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-ur,"{e1}
{e2}

مندرجہ ذیل پیراگراف کو دیکھتے ہوئے، براہ کرم مندرجہ ذیل سوال کو درست طریقے سے جواب دیں:

{e3}
||||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-vi,"{e1}
{e2}

Đưa ra đoạn văn trên, vui lòng trả lời chính xác câu hỏi sau:

{e3}
||
{e4}
{e5}"
ropes - None - prompt_bottom_no_hint-translate-zh,"{e1}
{e2}

鉴于上文段落，请正确回答以下问题：

{e3}
||||
{e4}
{e5}"
ropes - None - prompt_mix,"{e1}
{e2}

Given the paragraph above, please answer correctly the following question: 

{e3}

Hint: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-ar,"{e1}
{e2}

بالنظر إلى الفقرة أعلاه، يرجى الإجابة بشكل صحيح على السؤال التالي:

{e3}

تلميح: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-bg,"{e1}
{e2}

Предвид параграфа по-горе, моля отговорете правилно следния въпрос:

{e3}

Съвет: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-de,"{e1}
{e2}

Angesichts des obigen Abschnitts antworten Sie bitte korrekt die folgende Frage:

{e3}

Hinweis: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-el,"{e1}
{e2}

Δεδομένης της παραπάνω παραγράφου, απαντήστε σωστά την ακόλουθη ερώτηση:

{e3}

Συμβουλή: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-es,"{e1}
{e2}

Dado el párrafo anterior, responda correctamente la siguiente pregunta:

{e3}

Pista: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-fr,"{e1}
{e2}

Compte tenu du paragraphe ci-dessus, veuillez répondre correctement la question suivante:

{e3}

Astuce: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-hi,"{e1}
{e2}

उपरोक्त अनुच्छेद को देखते हुए, कृपया निम्नलिखित प्रश्न सही ढंग से उत्तर दें:

{e3}

संकेत: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-ru,"{e1}
{e2}

Учитывая абзац выше, пожалуйста, ответьте правильно следующий вопрос:

{e3}

Подсказка: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-sw,"{e1}
{e2}

Kutokana na aya hapo juu, tafadhali jibu kwa usahihi swali linalofuata:

{e3}

HINT: {e4}
|||.
{e5}
{e6}"
ropes - None - prompt_mix-translate-th,"{e1}
{e2}

รับย่อหน้าข้างต้นโปรดตอบคำถามต่อไปนี้อย่างถูกต้อง:

{e3}

คำแนะนำ: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-tr,"{e1}
{e2}

Yukarıdaki paragraf göz önüne alındığında, lütfen aşağıdaki soruyu doğru şekilde cevaplayın:

{e3}

İpucu: {e4}
|||
{e5}
{e6}"
ropes - None - prompt_mix-translate-ur,"{e1}
{e2}

مندرجہ ذیل پیراگراف کو دیکھتے ہوئے، براہ کرم مندرجہ ذیل سوال کو درست طریقے سے جواب دیں:

{e3}

اشارہ: {e4}
||||
{e5}
{e6}"
ropes - None - prompt_mix-translate-vi,"{e1}
{e2}

Đưa ra đoạn văn trên, vui lòng trả lời chính xác câu hỏi sau:

{e3}

Gợi ý: {e4}
||
{e5}
{e6}"
ropes - None - prompt_mix-translate-zh,"{e1}
{e2}

鉴于上文段落，请正确回答以下问题：

{e3}

提示：{e4}
||||
{e5}
{e6}"
ropes - None - read_background_situation,"{e1}
I read this background article the other day: {e2}

I am facing a new situation today: {e3}

Using the knowledge I acquired from the background article, how should I answer correctly the following question regarding my new situation: {e4}|||
{e5}
{e6}"
ropes - None - read_background_situation-translate-ar,"{e1}
قرأت هذه الخلفية المادة في اليوم الآخر: {e2}

أنا مواجهة وضع جديد اليوم: {e3}

باستخدام المعرفة التي اكتسبتها من مقالة الخلفية، كيف يمكنني الإجابة بشكل صحيح على السؤال التالي فيما يتعلق بوضعي الجديد: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-bg,"{e1}
Прочетох този фон на другия ден: {e2}

Днес съм изправен пред нова ситуация: {e3}

Използване на знанията, които съм придобил от статия, как трябва да отговоря правилно следния въпрос относно новата ми ситуация: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-de,"{e1}
Ich habe diesen Hintergrund Artikel neulich gelesen: {e2}

Ich bin heute vor einer neuen Situation: {e3}

Verwenden des Wissens, das ich aus dem Hintergrundartikel erworben habe, wie sollte ich die folgende Frage in Bezug auf meine neue Situation richtig beantworten: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-el,"{e1}
Διάβασα αυτό το άρθρο το άρθρο την άλλη μέρα: {e2}

Αντιμετωπίζω μια νέα κατάσταση σήμερα: {e3}

Χρησιμοποιώντας τη γνώση που απέκτξα από το αντικείμενο του φόντου, πώς πρέπει να απαντήσω σωστά την ακόλουθη ερώτηση σχετικά με τη νέα μου κατάσταση: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-es,"{e1}
Leí este artículo de fondo el otro día: {e2}

Estoy enfrentando una nueva situación hoy: {e3}

Usando el conocimiento que adquirí en el artículo de fondo, ¿cómo debo responder correctamente la siguiente pregunta con respecto a mi nueva situación: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-fr,"{e1}
J'ai lu cet article d'arrière-plan l'autre jour: {e2}

Je suis confronté à une nouvelle situation aujourd'hui: {e3}

Utilisation des connaissances que j'ai acquises à partir de l'article d'arrière-plan, comment devrais-je répondre correctement la question suivante concernant ma nouvelle situation: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-hi,"{e1}
मैंने इस पृष्ठभूमि आलेख को दूसरे दिन पढ़ा: {e2}

मुझे आज एक नई स्थिति का सामना करना पड़ रहा है: {e3}

पृष्ठभूमि लेख से प्राप्त ज्ञान का उपयोग करके, मुझे अपनी नई स्थिति के बारे में निम्नलिखित प्रश्नों को सही तरीके से कैसे उत्तर देना चाहिए: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-ru,"{e1}
Я прочитал этот фон в другой день: {e2}

Я сталкиваюсь с новой ситуацией сегодня: {e3}

Используя знания, которые я приобрел из фоновой статьи, как я должен правильно ответить следующий вопрос относительно моей новой ситуации: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-sw,"{e1}
Nilisoma makala hii ya nyuma siku nyingine: {e2}

Ninakabiliwa na hali mpya leo: {e3}

Kutumia ujuzi nilipata kutoka kwenye makala ya nyuma, ni lazima nijibuje kwa usahihi swali linalofuata kuhusu hali yangu mpya: {e4} ||
{e5}
{e6}"
ropes - None - read_background_situation-translate-th,"{e1}
ฉันอ่านบทความพื้นหลังนี้ในวันอื่น ๆ : {e2}

ฉันกำลังเผชิญกับสถานการณ์ใหม่ในวันนี้: {e3}

การใช้ความรู้ที่ฉันได้รับจากบทความพื้นหลังฉันควรตอบคำถามต่อไปนี้อย่างถูกต้องเกี่ยวกับสถานการณ์ใหม่ของฉัน: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-tr,"{e1}
Bu arka plan makalesini geçen gün okudum: {e2}

Bugün yeni bir durumla karşı karşıyayım: {e3}

Arka plan makalesinden edindiğim bilgiyi kullanarak, yeni durumumla ilgili aşağıdaki soruyu doğru cevaplamalıyım: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-ur,"{e1}
میں اس پس منظر آرٹیکل کو دوسرا دن پڑھتا ہوں: {e2}

میں آج نئی صورت حال کا سامنا کر رہا ہوں: {e3}

میں نے پس منظر کے آرٹیکل سے حاصل کردہ علم کا استعمال کرتے ہوئے، میں اپنی نئی صورت حال کے بارے میں مندرجہ ذیل سوال کو صحیح طریقے سے جواب دینا چاہئے: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-vi,"{e1}
Tôi đọc bài viết này vào ngày khác: {e2}

Tôi đang đối mặt với một tình huống mới ngày hôm nay: {e3}

Sử dụng kiến ​​thức tôi có được từ bài viết nền, cách tôi nên trả lời chính xác câu hỏi sau đây về tình huống mới của tôi: {e4} |||
{e5}
{e6}"
ropes - None - read_background_situation-translate-zh,"{e1}
前几天我读了这篇背景文章：{e2}

我今天面临着新的情况：{e3}

使用我从背景文章中获得的知识，我应该如何正确回答以下问题，就我的新情况：{e4} ||||
{e5}
{e6}"
squad_v2 - None - Jeopardy with Context,"{e1}
Determine the question that you might have asked to get back the following answer for the given context
Context: {e2};
Answer: {e3};
Question: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-ar,"{e1}
حدد السؤال الذي قد طلبته لاستعادة الإجابة التالية للسياق المحدد
السياق: {e2}؛
الإجابة: {e3}؛
سؤال: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-bg,"{e1}
Определете въпроса, който може да сте поискали да върнете следния отговор за дадения контекст
Контекст: {e2};
Отговор: {e3};
Въпрос: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-de,"{e1}
Bestimmen Sie die Frage, die Sie möglicherweise aufgefordert haben, die folgende Antwort für den angegebenen Kontext zurückzunehmen
Kontext: {e2};
Antwort: {e3};
Frage: |||.
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-el,"{e1}
Προσδιορίστε την ερώτηση που ίσως ζητήσετε να επιστρέψετε την ακόλουθη απάντηση για το δεδομένο πλαίσιο
Πλαίσιο: {e2};
Απάντηση: {e3};
Ερώτηση: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-es,"{e1}
Determine la pregunta que podría haber pedido recuperar la siguiente respuesta para el contexto dado
Contexto: {e2};
Respuesta: {e3};
Pregunta: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-fr,"{e1}
Déterminez la question que vous auriez peut-être invité à récupérer la réponse suivante pour le contexte donné
Contexte: {e2};
Réponse: {e3};
Question: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-hi,"{e1}
उस प्रश्न का निर्धारण करें जिसे आपने दिए गए संदर्भ के लिए निम्नलिखित उत्तर वापस लेने के लिए कहा होगा
संदर्भ: {e2};
उत्तर: {e3};
प्रश्न: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-ru,"{e1}
Определите вопрос о том, что вы могли бы попросить вернуться следующий ответ на данный контекст
Контекст: {e2};
Ответ: {e3};
Вопрос: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-sw,"{e1}
Tambua swali ambalo huenda umeomba kurejesha jibu zifuatazo kwa muktadha uliotolewa
Muktadha: {e2};
Jibu: {e3};
Swali: |||.
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-th,"{e1}
กำหนดคำถามที่คุณอาจขอให้ตอบกลับคำตอบต่อไปนี้สำหรับบริบทที่กำหนด
บริบท: {e2};
คำตอบ: {e3};
คำถาม: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-tr,"{e1}
Verilen bağlam için aşağıdaki cevabı geri almak isteyebileceğiniz soruyu belirleyin.
Bağlam: {e2};
Cevap: {e3};
Soru: |||
{e4}
{e5}
"
squad_v2 - None - Jeopardy with Context-translate-ur,"{e1}
اس سوال کا تعین کریں کہ آپ کو دیئے گئے سیاق و سباق کے لئے مندرجہ ذیل جواب واپس لینے کے لئے کہا جا سکتا ہے
سیاق و سباق: {e2}؛
جواب: {e3}؛
سوال: |||
{e4}
{e5}
"
